Category,cleaned_resume
Sales,"Planning & Strategizing, Presentation skill, Client relationship, Energy level, Enquiry Generation, Achieving Targets, Problem-solving, Analytical skills, Motivating and leading sales team, Developing marketing and sales strategies, Oral communication skills, Written communication skills, Microsoft Office, MS Excel, MS Word, MS PowerPoint, Generating new enquiries, Managing team performance, Staff training, Sales reporting, Organizing promotions and events, Supervising staff"
Sales,"MS Office, Photoshop, SQL Server, SQL"
Sales,"Multi-tasking, Collaborative, Optimistic Thinking, Effective teamleader/team trainer, Visualizing the work which is to be done, Good Grip on Communication, Various Languages Known, Value loyalty and is loyal towards my responsibility, Compatible working with MS office, Sales and Marketing Management, MS office"
Sales,"Data Entry, Cold Calling, Sales, Salesforce, MS Office, Sportsmanship, Leadership"
Sales,"MS-Office, Good Communication skills, Convincing Power, Knowledge of sales and marketing, Customer sales management, Talent management, Direct sales management, Sales management"
Sales,"Planning & Strategizing, Presentation skill, Client relationship, Energy level, Enquiry Generation, Achieving Targets, Problem-solving, Analytical skills, Motivating, Leading sales team, Developing marketing strategies, Developing sales strategies, Oral communication skills, Written communication skills, Microsoft Office, MS Excel, MS Word, MS PowerPoint, Managing team performance, Staff training, Generating sales reports, Organizing promotions and events, Supervising staff, Team collaboration, Building strategies, Executing promotional programs, Budget monitoring, Price scheduling, Discount rate determination"
Sales,"MS Office, Photoshop, SQL Server, SQL"
Sales,"Multi-tasking, Collaborative, Optimistic Thinking, Effective teamleader/team trainer, Visualizing the work which is to be done, Good Grip on Communication, Various Languages Known, Value loyalty and is loyal towards my responsibility, Compatible working with MS office, Sales Management, Marketing Management"
Sales,"Data Entry, Cold Calling, Sales, Salesforce, MS Office, Sportsmanship, Team Leadership"
Sales,"MS-Office, Good Communication skills, Convincing Power, Knowledge of sales and marketing, Customer sales management, Talent management, Direct sales management, Sales"
Sales,"Planning & Strategizing, Presentation skill, Client relationship, Energy level, Enquiry Generation, Achieving Targets, Problem-solving, Analytical skills, Motivating, Leading, Developing marketing strategies, Oral communication, Written communication, Microsoft Office, MS Excel, MS Word, MS PowerPoint, Generating enquiries, Managing team performance, Staff training, Sales reporting, Organizing promotions, Supervision, Team management"
Sales,"MS Office, Photoshop, SQL Server, SQL"
Sales,"Multi-tasking, Collaborative, Optimistic Thinking, Effective teamleader/team trainer, Visualizing the work which is to be done, Good Grip on Communication, Various Languages Known, Value loyalty and is loyal towards my responsibility, Compatible working with MS office, Sales and Marketing Management, MS office, Managing business, Follow up leads, Client relationship management, Cold calling, Lead generation"
Health and fitness,"Fitness, personal training, health and fitness"
Health and fitness,"Group Fitness Instruction, Nutrition Counselling, Telephonic Follow-up, Weight Training, Cardiovascular Training, Indoor Cycling, Metabolic Condition Management, Cultural Competence, Age Group Adaptability"
Health and fitness,"Good verbal and written communication skills, Ability to deal with people diplomatically, Willingness to learn, Body massage, Scalp massage, Swedish massage, Thai body massage, Foot Reflexology, Aromatherapy, Fitness training, Hotel and Front Office Management, Spa Management, Customer service, Team handling, Goal achievement, Workout training, Payment handling"
Health and fitness,"Computer: Windows 10, Ms-Office (Word, Excel, PowerPoint), Internet, Gym Management Software, Excel, PowerPoint, Word, Gym Management Software, Customer Relationship, Planning, Administrative tasks, Promoting and marketing the business"
Health and fitness,"nutritionist, health promoter, teamwork, time management, working under pressure, personal presentation, communication skills, leadership skills, conflict resolution, public speaking"
Health and fitness,"Health and wellness coaching, Nutritional counselling, Clinical data management, SAS, Customer relationship management, Fitness data analysis, Custom wellness goal design, Nutrition education, Professionalism, Communication skills, Coordination skills"
Health and fitness,"fitness, personal trainer, health and fitness"
Health and fitness,"Group Fitness Instruction, Weight Training, Cardiovascular Training, Indoor Cycling, Nutrition Counseling, Patient Follow-Up, Metabolic Condition Management"
Health and fitness,"Good verbal and written communication skills, Ability to deal with people diplomatically, Willingness to learn, Body massage, Scalp massage, Swedish massage, Thai body massage, Foot reflexology, Aromatherapy, Fitness training, Hotel and Front Office Management, Spa management, Handling customer queries, Achieving fitness goals, Team leadership, Taking care of payment invoices, Promotion skills"
Health and fitness,"Computer Skills: Windows 10, Ms-Office (Word, Excel, PowerPoint), Internet, Gym Management Software  
Excel, PowerPoint, Word, Gym Management Software  
Sales, Fitness, Operations, Administration, Facility Management, Housekeeping, Customer Relationship Management, Health and Safety Compliance, Staff Recruitment, Budget Preparation, Revenue Generation, Fitness Training, Marketing, Planning, Administrative Tasks"
Health and fitness,"nutritionist, health promoter, time management, communication skills, leadership skills, conflict resolution, public speaking, teamwork, working under pressure, personal presentation"
Health and fitness,"Health and wellness coaching, Nutrition education, Clinical nutrition, Dietetics, Clinical research, Clinical data management, SAS, Lifestyle analysis, Fitness goal design, Nutritional counselling, Customer relationship management, Professionalism in service, Communication skills, Coordination skills, Presentation skills, Problem-solving skills, Dietary instructions"
Health and fitness,"Fitness, Personal Training, Health and Fitness"
Health and fitness,"Group fitness instruction, Weight training, Cardiovascular training, Indoor cycling, Nutrition counselling, Patient follow-up, Metabolic condition management"
Health and fitness,"Good verbal and written communication skills, Ability to deal with people diplomatically, Willingness to learn, Body massage, Scalp massage, Swedish massage, Thai body massage, Foot Reflexology, Aromatherapy, Fitness training, Hotel and Front Office Management, Spa Management, Handling customer queries, Team management, Achieving fitness goals, Training people in workouts, Payment invoicing, Promotions"
Health and fitness,"Computer Operating Systems, MS Office (Word, Excel, PowerPoint), Internet, Gym Management Software, Excel, PowerPoint, Word, Gym Management Software, Customer Relationship, Fitness Training, Budget Preparation, Revenue Generation, Health and Safety Compliance, Statistical and Financial Record Keeping, Administrative Tasks, Marketing"
Health and fitness,"nutritionist, health promoter, time management, communication skills, leadership skills, conflict resolution skills, public speaking"
Health and fitness,"Health and wellness coaching, Nutritional counselling, Clinical nutrition and dietetics, Lifestyle analysis, Fitness goal design, Customer relationship management, Data management, SAS, Nutritional education, Coordination and reporting, Communication skills, Problem-solving skills"
Health and fitness,"personal trainer, fitness"
Health and fitness,"Organizing high energy weight training, cardiovascular classes, indoor cycling classes, nutrition counselling, telephonic follow up, accommodating diverse participants, helping achieve fitness goals, understanding of metabolic conditions (diabetes, hypertension, obesity)"
Health and fitness,"Good verbal and written communication skills, Ability to deal with people diplomatically, Willingness to learn, Body massage, Scalp massage, Swedish massage, Thai body massage, Foot Reflexology, Aromatherapy, Fitness training, Hotel and Front Office Management, Spa Management, Achieve Fitness Goal, Training people to do workouts in Gym, Handling customer queries, Payment invoicing, Team handling"
Health and fitness,"Computer Operating Systems, Microsoft Office (Word, Excel, PowerPoint), Internet, Gym Management Software, Excel, PowerPoint, Word, Gym Management Software, Customer Relationship, Health and Safety Compliance, Budget Preparation, Fitness Training, Staff Recruitment, Sales Programs, Administrative Tasks, Marketing, Fitness Activities Coordination, Statistical and Financial Record Keeping, Equipment Maintenance, Customer Service, Hospitality Standards, Planning"
Health and fitness,"nutritionist, health promoter, teamwork, individual work, time management, working under pressure, personal presentation, communication skills, leadership skills, conflict resolution, public speaking"
Health and fitness,"Health and wellness coaching, Nutritional counseling, Clinical nutrition, Diet planning, Lifestyle analysis, Fitness goal design, Customer relationship management, Communication skills, Data management, Team coordination, Presentation skills, Nutritional education, Supervision, Coordination with healthcare professionals"
Health and fitness,"Fitness, personal trainer, health and fitness, certification, American College of Sports Science, CPR, level 3"
Health and fitness,"Organizing weight training classes, Organizing cardiovascular classes, Organizing indoor cycling classes, Nutrition counseling, Telephonic follow-up, Understanding of metabolic conditions (diabetes, hypertension, obesity), Accommodating diverse participants"
Health and fitness,"Good verbal and written communication skills, Ability to deal with people diplomatically, Willingness to learn, Body massage, Scalp massage, Swedish massage, Thai body massage, Foot Reflexology, Aromatherapy, Fitness training, Hotel and Front Office Management, Spa Management, Handling customer queries, Achieving fitness goals, Training people for workouts, Handling a team, Taking care of payment invoices"
Health and fitness,"Computer Operating Systems, Microsoft Office (Word, Excel, PowerPoint), Internet, Gym Management Software, Excel, PowerPoint, Word, Gym Management, Sales, Fitness, Administration, Customer Relationship, Health and Safety Compliance, Budget Preparation, Report Writing, Staff Recruitment and Training, Fitness Training, Marketing, Planning, Administrative Tasks"
Health and fitness,"nutritionist, health promoter, teamwork, individual work, time management, working under pressure, personal presentation, communication skills, leadership skills, conflict resolution, public speaking"
Health and fitness,"Health and wellness coaching, Nutrition education, Clinical research, Clinical data management, SAS, Lifestyle analysis, Fitness goal design, Nutritional counselling, Customer relationship management, Professionalism, Dietary instructions, Nutritional care planning, Nutrition education, Coordination skills"
Civil Engineer,"QA/QC Civil Engineering, Site Inspection, Method Statement Development, Risk Assessment, Job Safety Environmental Analysis, Inspection Test Plan, QA/QC Documentation, Supervision, Quality Control, Joint Inspection, Document Control, Technical Support, Quality Audits, Non-Conformance Report Management, Safety Standards Compliance, Daily Inspection, Quality Procedures Coordination, Site Reporting, Coordination with Sub-Contractors and Suppliers."
Civil Engineer,"civil engineering, site engineering, execution of civil work"
Civil Engineer,"Autocad, Catia, word, excel, Photoshop, maintenance, training, construction, renovation, interior designing, project management, scheduling, quantity calculations, technical studies, feasibility studies, computer software, design, liaising, managing budgets, project resources, health and safety compliance, sustainability assessment, environmental impact assessment"
Civil Engineer,"Computer Skills, KSA license, Basic Computer, MS Office, Autocad 2006, Planning, Material submittals, Site installation activities, Monitoring, Supervising, Client coordination, Shop drawings, As-Built Drawings, RFI preparation, Billing, Variation claims, Progress reports, Material take off, Procurement, Estimating"
Civil Engineer,"AutoCAD, MS Office Applications, Windows 9x/2000/XP/Vista, Drafting, Excellent communication skills, Hardworking, Sincerity, Honesty, Individual & team working capability, Knowledge of 5M (Minutes, Manpower, Material, Machine, Management), Manage development of program strategies"
Civil Engineer,"skills: Passionate towards learning new skills, Hardworking, sense of responsibility, AUTOCAD 2D, 3D, CIVIL 3D"
Civil Engineer,"QA/QC Civil Engineering, Site Inspection, Method Statement Development, Risk Assessment, Job Safety Environmental Analysis, Inspection Test Plan, QA/QC Documentation Management, Supervision, Quality Control, Joint Inspection Coordination, Document Control, Technical Support, Internal Quality Audits, Non-Conformance Reporting, Health and Safety Compliance, Daily Inspection and Testing, Quality Related Procedures, Sub-Contractor Coordination, Resource Management."
Civil Engineer,"Site Engineering, Civil Engineering, Execution of Civil Work"
Civil Engineer,"Autocad, Pro v, Catia, Word, Excel, Photoshop, maintenance, training, construction, renovation, interior designing, technical studies, feasibility studies, site investigations, detailed designs, complex calculations, liaising, compiling job specs, supervising tendering procedures, resolving design problems, managing budgets, scheduling, health and safety compliance, sustainability assessment, project management"
Civil Engineer,"Computer Skills, KSA license, Basic Computer, MS Office, Autocad 2006, Planning, Material submittals, Site installation activities, Monitoring, Supervising, Co-ordination, Preparation of Shop drawings, As-Built Drawings, Preparation of RFI, Billing, Variation claims, Site coordination, Progress reports, Material take off, Procurement, Estimating"
Civil Engineer,"AutoCAD, MS Office Applications, Windows 9x/2000/XP/Vista, Drafting, Excellent communication skills, Hardworking, Sincerity, Honesty, Individual & team working capability, Knowledge of 5M (Minutes, Manpower, Material, Machine, Management), Manage development of program strategies"
Civil Engineer,"Passionate towards learning new skills, Hardworking, sense of responsibility, AUTOCAD 2D, AUTOCAD 3D, CIVIL 3D"
Civil Engineer,"QA/QC, site inspection, method statement development, risk assessment, job safety environmental analysis, inspection test plan, checklist development, quality assurance, quality control documentation, supervision, construction drawing interpretation, joint inspections, punch list management, document control, technical submittals, inspections coordination, client liaison, internal quality audits, non-conformance reporting, health and safety compliance, daily inspection and testing, quality procedure adherence, site coordination, progress reporting, subcontractor coordination, resource management."
Civil Engineer,"Civil engineering, Site engineering, Execution of civil work"
Civil Engineer,"Autocad, Catia, Word, Excel, Photoshop, Maintenance, Training, Construction, Renovation, Interior Designing, Technical Studies, Feasibility Studies, Site Investigations, Detailed Designs, Complex Calculations, Client Liaison, Job Specs Compilation, Tendering Procedures, Design Problem Resolution, Budget Management, Project Resource Management, Material Scheduling, Legal Compliance, Sustainability Assessment, Project Management"
Civil Engineer,"Computer Skills, KSA license, Basic Computer, MS Office, Autocad 2006, Planning, Preparation of material submittals, Monitoring and supervising, Coordination, Preparation of Shop drawings, Preparation of RFI, Billing, Variation claims, Material take off, Estimating"
Civil Engineer,"AutoCAD, MS Office Applications, Windows 9x/2000/XP/Vista, Excellent communication skills, Hardworking, Sincerity and Honesty, Individual & team working Capability, Knowledge of 5M (Minutes, Manpower, Material, Machine, Management), Manage development of program strategies"
Civil Engineer,"Passionate towards learning new skills, Hardworking, sense of responsibility, AUTOCAD 2D, 3D, CIVIL 3D"
Civil Engineer,"QA/QC Civil Engineering, Inspection and Test Request (ITR), Method statement development, Risk assessment, Job safety environmental analysis, Inspection Test Plan, QA/QC documentation management, Site inspection, Supervision, Quality control, Joint inspection, Document control, Quality audits, Non-Conformance Report (NCR) management, Technical support, Coordination with project teams, Health, Safety and Environment compliance, Daily inspection and testing, Quality-related procedures, Safety standards, Daily site reporting, Sub-contractor coordination, Resource management."
Civil Engineer,"Civil engineering, site engineering, execution of civil work"
Civil Engineer,"Autocad, Catia, Word, Excel, Photoshop, Maintenance, Training, Construction, Renovation, Interior Designing, Scheduling, Project Management, Technical Studies, Feasibility Studies, Detailed Designs, Complex Calculations, Client Liaison, Job Specifications, Tendering Procedures, Design Problem Resolution, Budget Management, Resource Management, Health and Safety Compliance, Sustainability Assessment, Project Evaluation, Site Management, Technical Advising"
Civil Engineer,"Computer Skills, KSA license, Basic Computer, MS Office, Autocad 2006, Planning, Preparation of material submittals, Site installation activities, Monitoring and supervising, Co-ordination, Preparation of Shop drawings, Preparation of RFI, Billing, variation claims, Material take off, Procurement, Estimating"
Civil Engineer,"AutoCAD, MS Office Applications, Windows 9x/2000/XP/Vista, Drafting, Excellent communication skills, Hardworking, Sincerity, Honesty, Individual & team working Capability, Knowledge of 5M (Minutes, Manpower, Material, Machine, Management), Manage development of program strategies"
Civil Engineer,"Passionate towards learning new skills, Hardworking, sense of responsibility, AUTOCAD 2D, AUTOCAD 3D, CIVIL 3D"
Java Developer,"Java, Javascript"
Java Developer,"C, C++, J2EE, Spring, Hibernate, Functional Testing, Manual Testing, Windows, Linux, MS Office, MySQL, PostgreSQL, Angular"
Java Developer,"Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS, Windows, Toad, Eclipse, SoapBox, Postman, Oracle, MS-SQL, MS-Access, MS-Excel, XML, Web services, strong communication, collaboration, team building, good interpersonal skills, analytical skills"
Java Developer,"Java, J2EE, Swift, HTML, Shell script, MySQL, Jenkins, Hudson, Weblogic12c, Android Studio, Eclipse, Oracle, Xcode, Win 10, Mac (High Sierra), JAVA, MYSQL, DATABASES, ANDROID, EJB"
Java Developer,"Java, Android, C, C++, Object Oriented Programming, Database Management, MS Access, SQL, Oracle, Advance Java, JSF, Hibernate, Spring, Programming and Problem Solving, Information Assurance and Security"
Java Developer,"Java, C++, C, Data Structures (DS), JDBC, Hibernate, Java J2EE, JavaScript, jQuery, Ajax, MS Office, Excel"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, Angular JS"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, AJAX, DATABASE, HTML, J2EE, JAVA, Spring MVC, Ionic 3, Angular JS, Spring"
Java Developer,"Windows XP, Windows 7, Windows 10, Visual Basic 6.0, UML, Packet Tracer, Core Java, Advanced Java, JSP, Hibernate, Spring, C, C++, SQL, Oracle 9i, Oracle 10g, MySQL, Java, Hibernate, JSP, Servlet, A+, N+, CCNA"
Java Developer,"JSP, Servlet, HTML, CSS, Java Script, jQuery, Ajax, Spring, Hibernate, Microsoft Windows, My SQL, OOPS, Core Java, Advance Java, Eclipse, Net Beans IDE, Apache Tomcat, Java"
Java Developer,"Java, J2EE, Servlets, JSP, JavaScript, HTML, CSS, jQuery, AJAX, JSON, MVC, Software Development Life Cycle, Spring, Hibernate, JDBC, TomCat, MongoDB, MySql, Eclipse, Maven"
Java Developer,"Java, Servlet, JSP, Spring Boot, HTML5, CSS3, Bootstrap, JavaScript, JQuery, Ajax, AngularJs, MySQL, Core Java, Hibernate, KendoUI, MVC Architecture, Service based Programming"
Java Developer,"Team leading, Self-motivated, Hard working, Ready to learn new Programming Languages, Punctual, Discipline, Respectfulness, Core Java, JSP, Servlet, Spring, Hibernate, Struts, Javascript"
Java Developer,"Java, Windows, Linux, Oracle, My SQL, Derby, Eclipse, SonarQube, Putty, Core Java, Advanced Java"
Java Developer,"Java, Javascript"
Java Developer,"C, C++, J2EE, Spring, Hibernate, Functional Testing, Manual Testing, Windows, Linux, MS Office, MySQL, PostgreSQL, Angular"
Java Developer,"Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS, Windows, Toad, Eclipse, SoapBox, Postman, Oracle, MS-SQL, MS-Access, MS-Excel, XML, Web services, strong communication, collaboration, team building, good interpersonal skills, analytical skills"
Java Developer,"Java, J2EE, Swift, HTML, Shell script, MySQL, SVN, Jenkins, Hudson, Weblogic12c, Android, Eclipse, Oracle, Xcode, Win 10, Mac (High Sierra)"
Java Developer,"Java, C, C++, Android, Core Java, Advance Java, JSF, Hibernate, Spring, MS Access, SQL, Oracle, Object Oriented Programming, Programming and Problem Solving, Advance Database, Information Assurance and Security"
Java Developer,"Java, C++, C, JavaScript, JQuery, Ajax, JDBC, Hibernate, Java J2EE, Data Structures (DS), MS Office, Excel"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, AJAX, DATABASE, HTML, J2EE, JAVA, Spring MVC, Ionic 3, Angular JS, Spring"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, Angular JS"
Java Developer,"Windows XP, Windows 7, Windows 10, Visual Basic 6.0, UML, Packet Tracer, Core Java, Advanced Java, JSP, Hibernate, Spring, C, C++, SQL, Oracle 9i, Oracle 10g, MySQL, Java, Hibernate, JSP, Servlet, A+, N+, CCNA"
Java Developer,"JSP, Servlet, HTML, CSS, Java Script, Jquery, Ajax, Spring, Hibernate, Microsoft Windows, My SQL, OOPS, Core java, Advance java, Eclipse, Net beans IDE, Apache Tomcat, Java, Hibernate, Spring, jQuery"
Java Developer,"Java, J2EE, Servlets, JSP, JavaScript, HTML, CSS, jQuery, AJAX, JSON, MVC architecture, Software Development Life Cycle, Requirement gathering, analysis, design, development, unit testing, Spring, Hibernate, JDBC, TomCat, MongoDB, MySql, Eclipse, Maven"
Java Developer,"Java, Servlet, JSP, Spring Boot, HTML5, CSS3, Bootstrap, JavaScript, JQuery, Ajax, AngularJs, MySQL, Eclipse, Spring Tool Suite, NetBeans, Sublime Text, Atom, Windows XP, Windows 7, Windows 8, Windows 10, Core Java, Hibernate, KendoUI, MVC Architecture, Service-based Programming"
Java Developer,"Team leading, Self-motivated, Hard working, Ready to learn new Programming Languages, Punctual, Discipline, Respectfulness, Core Java, JSP, Servlet, Spring, Hibernate, Struts, Javascript"
Java Developer,"Java, Windows, Linux, Oracle, My SQL, Derby, Eclipse, SonarQube, Putty, Advanced Java"
Java Developer,"Java, Javascript"
Java Developer,"C, C++, J2EE, Spring, Hibernate, Functional Testing, Manual Testing, Windows, Linux, MS-office, My SQL, PostgreSQL, Angular"
Java Developer,"Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS, Windows, Toad, Eclipse, SoapBox, Postman, Oracle, MS-SQL, MS-Access, MS-Excel, web services, XML, communication, collaboration, team building, interpersonal skills, analytical skills"
Java Developer,"Java, J2EE, Swift, HTML, Shell script, MySQL, Jenkins, Hudson, Weblogic12c, Android Studio, Eclipse, Oracle, Xcode, Win 10, Mac (High Sierra), JAVA, MYSQL, DATABASES, ANDROID, EJB"
Java Developer,"Java, Android, C, C++, Core Java, Object Oriented Programming, Database, Programming and Problem Solving, Advance Database, Information Assurance and Security, MS Access, SQL, Oracle"
Java Developer,"c++, c, JAVA, DS, Jdbc, Hibernate, Java J2Ee, Javascript, JQuery, Ajax, Ms office, Excel"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, Angular JS"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, AJAX, DATABASE, HTML, J2EE, JAVA, Spring MVC, Ionic 3, Angular JS, Spring"
Java Developer,"Windows XP, Windows 7, Windows 10, Visual Basic 6.0, UML, Packet Tracer, Core Java, Advanced Java, JSP, Hibernate, Spring, C, C++, SQL, Oracle 9i, Oracle 10g, MySQL, Software Development, Programming, Java, Databases, Servlet, A+, N+, CCNA"
Java Developer,"JSP, Servlet, HTML, CSS, Java Script, Jquery, Ajax, Spring, Hibernate, Microsoft Windows 2003/XP/Vista/7/8, My SQL, OOPS, Core java, Advance java, Eclipse, Net beans IDE, Apache Tomcat 7.0, JAVA, HIBERNATE, SPRING, jQuery"
Java Developer,"Java, J2EE, Spring, Hibernate, JSP, Servlets, JavaScript, HTML, CSS, jQuery, AJAX, JSON, MVC architecture, Software Development Life Cycle, JDBC, TomCat, MongoDB, MySql, Eclipse, Maven"
Java Developer,"Java, Servlet, JSP, Spring Boot, HTML5, CSS3, Bootstrap, JavaScript, JQuery, Ajax, AngularJs, MySQL, Core Java, Hibernate, MVC Architecture, Service based Programming, KendoUI"
Java Developer,"Team leading, Self-motivated, Hard working, Ready to learn new Programming Languages, Punctual, Discipline, Respectfulness, Core Java, JSP, Servlet, Spring, Hibernate, Struts, Javascript"
Java Developer,"Java, Windows, Linux (CentOS 6.6), Oracle, MySQL, Derby (Embedded DB), Eclipse (Oxygen), SonarQube, Putty, Core Java, Advanced Java"
Java Developer,"Java, Javascript"
Java Developer,"C, C++, J2EE, Spring, Hibernate, Functional Testing, Manual Testing, Windows, Linux, MS-office, My SQL, PostgreSQL, Angular"
Java Developer,"Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS, Windows, Toad, Eclipse, SoapBox, Postman, Oracle, MS-SQL, MS-Access, MS-Excel, XML, Web services, strong communication, collaboration, team building, good interpersonal skills, analytical skills"
Java Developer,"Java/J2EE, Swift, HTML, Shell script, MySQL, SVN, Jenkins, Hudson, Weblogic12c, Android Studio, Eclipse, Oracle, Xcode, Win 10, Mac (High Sierra), JAVA, MYSQL, DATABASES, J2EE, ANDROID, EJB"
Java Developer,"Java, Android, C, C++, Core Java, Object Oriented Programming, Database, Programming and problem solving, Advance Database, Information Assurance and security, MS Access, SQL, Oracle"
Java Developer,"c++, c, JAVA, DS, Jdbc, Hibernate, Java J2Ee, Javascript, JQuery, Ajax, Ms office, Excel"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, Angular JS"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, Win XP/7/8.1/10, Linux, Mac OS, Angular JS"
Java Developer,"Windows XP, Windows 7, Windows 10, Visual Basic 6.0, UML, Packet Tracer, Core Java, Advanced Java, JSP, Hibernate, Spring, C, C++, SQL, Oracle 9i, Oracle 10g, MySQL, Java, Servlet, A+, N+, CCNA"
Java Developer,"JSP, Servlet, HTML, CSS, Java Script, Jquery, Ajax, Spring, Hibernate, Microsoft Windows 2003/XP/Vista/7/8, My SQL, OOPS, Core java, Advance java, Eclipse, Net beans IDE, Apache Tomcat 7.0, JAVA, HIBERNATE, SPRING, jQuery"
Java Developer,"Java, J2EE, Spring, Hibernate, Servlets, JSP, JavaScript, HTML, CSS, jQuery, AJAX, JSON, MVC architecture, Software Development Life Cycle, Requirement gathering, analysis, design, development, unit testing, JDBC, TomCat, MongoDB, MySql, Eclipse, Maven"
Java Developer,"Java, Servlet, JSP, Spring Boot, HTML5, CSS3, Bootstrap, JavaScript, JQuery, Ajax, AngularJs, MySQL, Core Java, Hibernate, KendoUI, MVC Architecture, Service based Programming"
Java Developer,"Team leading, Self-motivated, Hard working, Ready to learn new Programming Languages, Punctual, Discipline, Respectfulness, Core Java, JSP, Servlet, Spring, Hibernate, Struts, Javascript"
Java Developer,"Java, Windows, Linux, Oracle, My SQL, Derby, Eclipse, SonarQube, Putty, Advanced Java"
Java Developer,"Java, Javascript"
Java Developer,"C, C++, J2EE, Spring, Hibernate, Functional Testing, Manual Testing, Windows, Linux, MS-office, My SQL, PostgreSQL, Angular"
Java Developer,"Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS, Windows, Toad, Eclipse, SoapBox, Postman, Oracle, MS-SQL, MS-Access, MS-Excel, XML, Web services, strong communication, collaboration, team building, good interpersonal skills, analytical skills"
Java Developer,"Java/J2EE, Swift, HTML, Shell script, MySQL, SVN, Jenkins, Hudson, Weblogic12c, Android Studio, Eclipse, Oracle, Xcode, Win 10, Mac (High Sierra), JAVA, MYSQL, DATABASES, J2EE, ANDROID, EJB"
Java Developer,"Java, Android, C, C++, Core Java, Object Oriented Programming, Database, Programming and Problem Solving, Advance Database, Information Assurance and Security, MS Access, SQL, Oracle"
Java Developer,"Java, C++, C, Data Structures (DS), JDBC, Hibernate, Java J2EE, JavaScript, jQuery, Ajax, MS Office, Excel"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, AJAX, DATABASE, HTML, J2EE, JAVA, Spring MVC, Ionic 3, Angular JS, Spring, Java"
